1: What river flows through Seville?,Guadalquivir,Ebro,Tajo,Duero,0,Sevilla
2: What is the name of Seville's famous royal palace?,Alhambra,Alcázar,Mezquita,Generalife,1,Sevilla
3: In which autonomous community is Seville located?,Catalonia,Andalusia,Extremadura,Castile-La Mancha,1,Sevilla
4: Seville's cathedral was built on the site of a former what?,Roman temple,Mosque,Synagogue,Castle,1,Sevilla
5: What is the name of Seville's iconic bell tower?,Torre del Oro,Giralda,Torre del Homenaje,Torre de la Plata,1,Sevilla
6: Which world fair was held in Seville in 1992?,Expo 92,World's Fair 92,Sevilla 92,Universal Expo 92,0,Sevilla
7: What is the traditional dance closely associated with Seville?,Flamenco,Salsa,Tango,Pasodoble,0,Sevilla
8: Which neighborhood in Seville is known for its narrow streets and orange trees?,Triana,Santa Cruz,Los Remedios,Macarena,1,Sevilla
9: What is the name of Seville's annual spring fair?,Semana Santa,Feria de Abril,Feria de Agosto,Carnaval,1,Sevilla
10: Which Spanish painter from Seville is famous for 'Las Meninas'?,El Greco,Francisco Goya,Diego Velázquez,Pablo Picasso,2,Sevilla
11: Seville is the capital of which province?,Cádiz,Málaga,Sevilla,Córdoba,2,Sevilla
12: What is the name of the golden tower along Seville's river?,Torre del Oro,Torre del Plata,Torre de la Giralda,Torre de la Plata,0,Sevilla
13: Which Roman emperor was born in Italica near Seville?,Julius Caesar,Augustus,Trajan,Nero,2,Sevilla
14: What is the typical Sevillian tapas dish of fried fish called?,Patatas bravas,Pescaito frito,Croquetas,Tortilla,1,Sevilla
15: Which famous opera is set in Seville?,La Traviata,Carmen,The Magic Flute,Rigoletto,1,Sevilla
16: What is Seville's main train station called?,Santa Justa,Atocha,Sants,Estación de Sevilla,0,Sevilla
17: Which plaza in Seville features a large semi-circular building with canals?,Plaza Mayor,Plaza de España,Plaza Nueva,Plaza del Triunfo,1,Sevilla
18: What is the name of Seville's bullring?,La Maestranza,Las Ventas,La Monumental,Plaza de Toros de Sevilla,0,Sevilla
19: Seville's Holy Week is known as what?,Feria de Abril,Semana Santa,Navidad,Romería,1,Sevilla
20: Which king's palace is inside the Alcázar of Seville?,King Ferdinand,King Alfonso X,King Pedro I,King Charles V,2,Sevilla
21: What is the name of the river island in Seville that hosted Expo 92?,Isla Mágica,Isla de la Cartuja,Isla de los Pájaros,Isla Verde,1,Sevilla
22: Which neighborhood across the river is famous for its ceramic tradition?,Santa Cruz,Macarena,Triana,Nervión,2,Sevilla
23: What cold soup originates from the Seville region?,Gazpacho,Salmorejo,Ajoblanco,Sopa de ajo,1,Sevilla
24: Which famous Sevillian painter was known for his 'Blue Period'?,Velázquez,Murillo,Zuloaga,Picasso,3,Sevilla
25: Which Seville football club plays at the Ramón Sánchez Pizjuán?,Real Betis,Sevilla FC,Real Madrid,Barcelona,1,Sevilla
26: What is the nickname of Real Betis?,Los Blancos,Los Culés,Los Verdiblancos,Los Colchoneros,2,Sevilla
27: Which Seville football club plays at the Benito Villamarín?,Sevilla FC,Real Betis,Atlético Madrid,Valencia,1,Sevilla
28: What is the name of Seville's amusement park?,PortAventura,Isla Mágica,Tívoli World,Parque de Atracciones,1,Sevilla
29: The Giralda was originally built as what type of structure?,Church tower,Minaret,Watchtower,Lighthouse,1,Sevilla
30: What year did Seville host the Ibero-American Exposition?,1929,1935,1945,1919,0,Sevilla
31: Which drink is Seville most famous for producing?,Wine,Beer,Orange juice,Olive oil,2,Sevilla
32: What is the name of Seville's main university?,Universidad de Sevilla,Universidad Pablo de Olavide,Universidad Hispalense,Universidad Andaluza,0,Sevilla
33: How many sides does the Plaza de España building have?,Semi-circle,Full circle,Square,Triangle,0,Sevilla
34: Which architect designed the Plaza de España?,Antoni Gaudí,Aníbal González,Santiago Calatrava,Rafael Moneo,1,Sevilla
35: Seville's tobacco factory is now part of which university?,Universidad de Sevilla,Universidad Pablo de Olavide,Universidad Complutense,UNED,0,Sevilla
36: Which famous fictional character is a barber from Seville?,Don Juan,Figaro,Carmen,Leporello,1,Sevilla
37: What type of orange tree lines Seville's streets?,Bitter orange,Navel orange,Blood orange,Valencia orange,0,Sevilla
38: Which Roman city ruins are just outside Seville?,Pompeii,Italica,Emerita Augusta,Tarraco,1,Sevilla
39: What is the name of Seville's main shopping street?,Calle Sierpes,Calle Tetuán,Avenida de la Constitución,Calle de la Feria,0,Sevilla
40: Which museum in Seville houses art by Murillo?,Museo del Prado,Museo de Bellas Artes,Museo Thyssen,CAAC,1,Sevilla
41: What is the name of Seville's modern art museum?,Museo del Prado,CAAC,Museo Reina Sofía,Museo Guggenheim,1,Sevilla
42: Seville was an important port after what year?,1492,1498,1502,1510,0,Sevilla
43: Which trade did Seville have a monopoly on in the 16th century?,Spice trade,Silk trade,New World trade,Slave trade,2,Sevilla
44: What is the name of the archive in Seville containing colonial documents?,Archivo de Indias,Archivo Nacional,Archivo Histórico,Biblioteca Nacional,0,Sevilla
45: The Archive of the Indies is a UNESCO what?,World Heritage Site,Biosphere Reserve,Creative City,Global Geopark,0,Sevilla
46: Which of these is a UNESCO World Heritage Site in Seville?,Alcázar,Triana Market,La Maestranza,Isla Mágica,0,Sevilla
47: What is the typical sweet pastry from Seville called?,Churros,Polvorones,Pestinos,Torrijas,2,Sevilla
48: Which famous Spanish explorer sailed from Seville?,Hernán Cortés,Francisco Pizarro,Ferdinand Magellan,Juan Ponce de León,2,Sevilla
49: What is the name of the magical island theme park in Seville?,Isla Mágica,Tierra Mágica,Mundo Mágico,Parque Mágico,0,Sevilla
50: Seville's Semana Santa features elaborate what?,Fireworks,Floats (Pasos),Costume parties,Concerts,1,Sevilla
51: Which drink is famously served cold in Seville's summer?,Sangría,Tinto de verano,Rebujito,Cava,1,Sevilla
52: What is the name of Seville's largest park?,Parque de María Luisa,Parque del Alamillo,Parque de los Príncipes,Jardines de Murillo,0,Sevilla
53: What is the name of Seville's main opera house?,Teatro de la Maestranza,Teatro Lope de Vega,Teatro Central,Teatro Alameda,0,Sevilla
54: Seville's March 8th street is named after what?,A saint,A battle,International Women's Day,A king,2,Sevilla
55: What is the color of the Seville city flag?,Red and gold,Green and white,Blue and white,Purple and gold,0,Sevilla
56: Which neighborhood is famous for its flamenco tablaos?,Triana,Santa Cruz,Los Remedios,El Arenal,0,Sevilla
57: What is the name of the tapas bar district in Seville?,Calle Betis,Calle Sierpes,Calle del Agua,Plaza de la Alfalfa,0,Sevilla
58: Which pastry is traditionally eaten during Semana Santa in Seville?,Torrijas,Churros,Polvorones,Mantecados,0,Sevilla
59: What is the Seville Airport named after?,San Pablo,Barajas,El Prat,Manises,0,Sevilla
60: How many Alcázar gardens are there?,1,3,6,10,2,Sevilla
61: What is the name of the Royal Tobacco Factory building in Seville?,Fábrica de Tabacos,Real Fábrica de Tabacos,Fábrica Real,Antigua Fábrica,1,Sevilla
62: Which 18th-century earthquake damaged Seville's cathedral?,Lisbon 1755,Andalusia 1755,Seville 1755,Spain 1755,0,Sevilla
63: What is the top of the Giralda called?,Weather vane,Cross,Statue of Faith,Sun dial,2,Sevilla
64: Which Roman god is depicted on the Giralda's statue?,Jupiter,Mercury,Apollo,Mars,1,Sevilla
65: Seville's Alcázar was used as a filming location for which TV show?,Game of Thrones,Vikings,The Crown,Outlander,0,Sevilla
66: What is the name of the old Jewish quarter in Seville?,Juderia,Barrio de Santa Cruz,Barrio de Triana,Morería,1,Sevilla
67: What day is Seville's Feria de Abril typically held?,January,March,April,June,2,Sevilla
68: What is the traditional dress worn during Feria de Abril?,Traje de flamenca,Traje de luces,Traje de gitana,Vestido de faralaes,0,Sevilla
69: Which Seville tapas dish is made with potatoes and spicy sauce?,Patatas bravas,Pescaito frito,Jamón ibérico,Tortilla española,0,Sevilla
70: Seville is located on which river?,Guadiana,Guadalquivir,Ebro,Tajo,1,Sevilla
71: What is the name of the Seville-based flamenco guitarist?,Paco de Lucía,Carlos Santana,Andrés Segovia,Joaquín Cortés,0,Sevilla
72: Seville's Casa de Pilatos is an example of which architectural style?,Gothic,Baroque,Mudéjar,Renaissance,2,Sevilla
73: Which building houses Seville's City Hall?,Ayuntamiento,Casa de la Ciudad,Palacio Municipal,Cabildo,0,Sevilla
74: What is the Seville coat of arms motto?,No me ha dejado,Sevilla tiene un color especial,El pueblo de Sevilla,Reino de Sevilla,0,Sevilla
75: Which king was born in Seville?,Alfonso X,Ferdinand III,Philip II,Charles II,0,Sevilla
76: What is the name of Seville's oldest church?,Iglesia de San Juan de la Palma,Iglesia del Salvador,Iglesia de Santa Ana,Iglesia de San Marcos,2,Sevilla
77: Which painter from Seville is known for 'The Immaculate Conception'?,Murillo,Velázquez,Zurbarán,El Greco,0,Sevilla
78: What type of Expo was held in Seville in 1992?,World's Fair,Horticultural Expo,Technology Expo,Maritime Expo,0,Sevilla
79: What is the name of the bridge in Seville designed by Santiago Calatrava?,Puente del Alamillo,Puente de Triana,Puente de la Barqueta,Puente de los Remedios,0,Sevilla
80: Which soap opera was famously set in Seville?,El Corazón de Sevilla,Arrayán,"Sevilla, ciudad de amor",La Promesa,1,Sevilla
81: What is the name of Seville's main market?,Mercado de Triana,Mercado de la Encarnación,Mercado de la Lonja,Mercado Central,1,Sevilla
82: Which modern structure houses Seville's central market?,Setas de Sevilla,Torre del Oro,Giralda,Plaza de España,0,Sevilla
83: Metropol Parasol in Seville is nicknamed what?,Las Setas,El Paraguas,La Sombra,El Hongo,0,Sevilla
84: What is the name of the Roman amphitheater in Italica?,Teatro Romano,Anfiteatro Romano,Coliseo,Arena,1,Sevilla
85: What was Italica's most famous export?,Olive oil,Wine,Fish sauce,Pottery,0,Sevilla
86: Seville's Torre del Oro was originally used for what?,Prison,Watchtower,Treasury,Lighthouse,1,Sevilla
87: What is the famous dish of spinach and chickpeas from Seville?,Espinacas con garbanzos,Espinacas a la sevillana,Garbanzos con espinacas,Potaje de espinacas,0,Sevilla
88: Which museum is housed in the former Convent of Santa Clara?,Museo de Bellas Artes,Museo del Baile Flamenco,CAAC,Museo Arqueológico,2,Sevilla
89: What is the name of Seville's flamenco museum?,Museo del Baile Flamenco,Museo Flamenco,Tablao Flamenco,Casa del Flamenco,0,Sevilla
90: Which famous American writer lived in Seville?,Ernest Hemingway,Mark Twain,Washington Irving,James Joyce,2,Sevilla
91: What is Seville's patron saint?,Santa Justa,Santa Rufina,Virgen de los Reyes,San Fernando,2,Sevilla
92: What is the name of the Holy Week brotherhoods in Seville?,Cofradías,Hermandades,Cofradías y Hermandades,Pasos,1,Sevilla
93: During which century did Seville reach its peak population as a port?,15th,16th,17th,18th,1,Sevilla
94: What is the name of the cave-like flamenco venues in Seville?,Tablaos,Peñas,Bares,Cuevas,1,Sevilla
95: Which king conquered Seville from the Moors in 1248?,Alfonso X,Ferdinand III,Charles I,Philip II,1,Sevilla
96: What is the name of Seville's April Fair entrance gate?,Portada de la Feria,Puerta de la Feria,Arco de la Feria,Portal de la Feria,0,Sevilla
97: Seville's Feria de Abril was originally a what?,Horse fair,Food festival,Religious festival,Music festival,0,Sevilla
98: What is the typical dessert from Seville called 'Tocino de Cielo'?,Heaven's bacon,Sky bacon,Sugar bacon,Sweet bacon,0,Sevilla
99: What is the name of Seville's annual film festival?,Festival de Cine de Sevilla,Semana del Cine de Sevilla,Muestra de Cine de Sevilla,Cine Sevilla Fest,0,Sevilla
100: Which famous bullfighter is from Seville?,Manolete,El Cordobés,Curro Romero,José Tomás,2,Sevilla
101: Which country is the world's largest coffee producer?,Colombia,Vietnam,Brazil,Ethiopia,2,Coffee
102: What are the two main species of coffee beans?,Arabica and Robusta,Arabica and Liberica,Robusta and Excelsa,Arabica and Excelsa,0,Coffee
103: Which coffee drink is made with espresso and steamed milk foam?,Latte,Cappuccino,Americano,Mocha,1,Coffee
104: What is a flat white?,Espresso with thin microfoam,Espresso with cream,Black coffee,Latte with syrup,0,Coffee
105: Which country is credited with discovering coffee?,Brazil,Ethiopia,Yemen,Colombia,1,Coffee
106: What is a cortado?,Espresso cut with milk,Espresso cut with water,Cold brew,Iced latte,0,Coffee
107: Which city is famous for its coffee culture in Italy?,Rome,Milan,Venice,Naples,1,Coffee
108: What is the process of removing caffeine from coffee called?,Decaffeination,Caffeine extraction,Degassing,Roasting,0,Coffee
109: Which country drinks the most coffee per capita?,USA,Finland,Italy,Brazil,1,Coffee
110: What is a macchiato?,Espresso with a spot of milk,Milk with a spot of espresso,Espresso with foam,Steamed milk,0,Coffee
111: What is cold brew?,Coffee brewed with cold water,Iced coffee,Espresso over ice,Blended coffee,0,Coffee
112: Which roast is the lightest?,Light roast,Medium roast,Dark roast,Espresso roast,0,Coffee
113: What is the name of the coffee cherry's seed?,Bean,Pit,Nucleus,Kernel,0,Coffee
"114: Which drink combines espresso, chocolate, and milk?",Latte,Mocha,Cappuccino,Affogato,1,Coffee
115: What is an affogato?,Espresso over ice cream,Espresso with milk,Frozen coffee,Coffee with liquor,0,Coffee
116: Which country invented the espresso machine?,France,Italy,Austria,Germany,1,Coffee
117: What year was the first espresso machine patented?,1884,1901,1920,1945,0,Coffee
118: What is a ristretto?,Short espresso,Long espresso,Decaf espresso,Double espresso,0,Coffee
119: Which coffee chain is the largest in the world?,Dunkin',Costa Coffee,Starbucks,Tim Hortons,2,Coffee
120: What is a pour-over coffee maker called?,Chemex,French press,Aeropress,Moka pot,0,Coffee
121: Which coffee brewing method uses a metal plunger?,Chemex,French press,Aeropress,V60,1,Coffee
122: What is Kopi Luwak?,Coffee from civet droppings,Rare Arabica,Ethiopian wild coffee,Aged coffee,0,Coffee
123: Which coffee drink is made by pouring espresso over ice?,Iced latte,Iced coffee,Espresso tonic,Affogato,0,Coffee
124: What is the crema on espresso?,Golden foam,Bittern layer,Sugar layer,Cream layer,0,Coffee
125: Which country is the birthplace of the cappuccino?,France,Italy,Austria,Switzerland,1,Coffee
126: What does 'café au lait' mean?,Coffee with milk,Coffee with cream,Black coffee,Coffee with sugar,0,Coffee
127: What is a latte macchiato?,Milk with espresso poured on top,Espresso with milk foam,Layered coffee,Iced latte,0,Coffee
128: Which coffee-growing region is known for its bright acidity?,Brazil,Ethiopia,Vietnam,Indonesia,1,Coffee
129: What is the perfect water temperature for brewing coffee?,85-90°C,90-96°C,96-100°C,80-85°C,1,Coffee
130: What is a Turkish coffee traditionally cooked in?,Ibrik,Moka pot,French press,Espresso machine,0,Coffee
131: Which coffee drink contains a shot of espresso in hot water?,Americano,Long black,Filter coffee,Drip coffee,0,Coffee
132: What is the difference between a latte and a cappuccino?,Milk texture,Coffee amount,Size,Temperature,0,Coffee
133: Which country consumes the most coffee overall?,USA,Brazil,Germany,Japan,0,Coffee
134: What is a doppio?,Double espresso,Single espresso,Long espresso,Decaf espresso,0,Coffee
135: Which popular coffee drink originated in Greece?,Frappé,Freddo,Cortado,Galão,0,Coffee
136: What is a red eye coffee?,Coffee with espresso,Coffee with cream,Coffee with syrup,Iced coffee,0,Coffee
137: Which brand is known for its red logo and instant coffee?,Nescafé,Folgers,Maxwell House,Taster's Choice,0,Coffee
138: What is a moka pot?,Stovetop espresso maker,Electric espresso machine,Pour-over dripper,Vacuum coffee maker,0,Coffee
139: Which country invented instant coffee?,USA,UK,New Zealand,France,2,Coffee
140: What is the term for coffee tasting?,Cupping,Tasting,Sampling,Sipping,0,Coffee
141: Which coffee drink is half espresso and half hot water?,Long black,Americano,Lungo,Ristretto,0,Coffee
142: What is an espresso lungo?,Long pull espresso,Short pull espresso,Decaf espresso,Double espresso,0,Coffee
143: Which coffee chain originated in Seattle?,Starbucks,Dunkin',Caribou,Peet's,0,Coffee
144: What year did Starbucks open its first store?,1961,1971,1981,1991,1,Coffee
145: Which coffee drink contains no espresso?,Filter coffee,Latte,Cappuccino,Mocha,0,Coffee
146: What is a Gibraltar coffee?,Cortado served in a glass,Americano,Cold brew,Latte,0,Coffee
147: Which country is known for its coffee ceremony?,Ethiopia,Brazil,Italy,Japan,0,Coffee
148: What is a phin filter used for?,Vietnamese coffee,Turkish coffee,Indian filter coffee,Thai coffee,0,Coffee
"149: Which coffee is known for its earthy, syrupy body?",Sumatra,Ethiopia Yirgacheffe,Kenya AA,Colombia Supremo,0,Coffee
150: What does 'single origin' mean in coffee?,Coffee from one location,Single bean type,Single roast,Single serving,0,Coffee
151: Which coffee has the highest caffeine content?,Robusta,Arabica,Liberica,Excelsa,0,Coffee
152: What is a coffee taster called?,Cupper,Sommelier,Barista,Roaster,0,Coffee
153: What is the ideal coffee-to-water ratio for drip coffee?,1:15,1:10,1:20,1:5,0,Coffee
154: Which country created the iced coffee trend?,Japan,USA,Australia,Greece,1,Coffee
155: What is a flat white's origin country?,Australia/New Zealand,Italy,UK,USA,0,Coffee
156: Which Italian city is the espresso machine from?,Milan,Turin,Naples,Rome,0,Coffee
157: What is a piccolo latte?,Small latte in a demitasse,Mini cappuccino,Short macchiato,Babyccino,0,Coffee
158: Which coffee drink is a regular at Portuguese cafés?,Galão,Cortado,Latte,Mocha,0,Coffee
159: What is the coffee cherry's outer layer called?,Pulp,Skin,Mucilage,Husk,1,Coffee
160: Which process dries coffee beans inside the fruit?,Natural,Washed,Honey,Semi-washed,0,Coffee
161: What is a white coffee?,Coffee with milk,Light roast,Decaf,Coffee with cream,0,Coffee
162: Which company sells the most coffee pods?,Nespresso,Keurig,Dolce Gusto,Lavazza,1,Coffee
163: What is a coffee bloom?,Gas release when hot water hits grounds,Coffee flower,Mold on beans,Crema formation,0,Coffee
164: Which country grows Geisha coffee?,Panama,Ethiopia,Costa Rica,Kenya,0,Coffee
165: What is the SCA?,Specialty Coffee Association,Standard Coffee Association,Specialty Coffee Alliance,Supreme Coffee Association,0,Coffee
166: What is a Maragogype coffee?,Elephant bean coffee,Peaberry coffee,Wild coffee,Organic coffee,0,Coffee
167: Which city has the most coffee shops per capita?,Melbourne,Seattle,Portland,London,0,Coffee
168: What is the third wave of coffee?,Artisan coffee movement,Instant coffee,Chain coffee,Frozen coffee,0,Coffee
169: Which coffee drink was popularized in Vietnam?,Cà phê sữa đá,Kopi,Flat white,Latte,0,Coffee
170: What is cà phê sữa đá?,Vietnamese iced coffee with condensed milk,Thai iced coffee,Iced latte,Cold brew,0,Coffee
171: Which country grows Blue Mountain coffee?,Jamaica,Hawaii,Colombia,Costa Rica,0,Coffee
172: What is the name of Japanese slow-drip coffee?,Kyoto-style,Siphon,Pour-over,Cold brew,0,Coffee
173: Which fruit contains the coffee bean?,Cherry,Berry,Apple,Grape,0,Coffee
174: What is organic coffee?,Coffee grown without synthetic chemicals,Natural coffee,Wild coffee,Free-trade coffee,0,Coffee
175: What is a coffee roaster's primary tool?,Roasting drum,Oven,Pan,Grinder,0,Coffee
176: Which country invented the coffee filter?,Germany,USA,Italy,Japan,0,Coffee
177: Who invented the Melitta coffee filter?,Melitta Bentz,Mr. Coffee,James Spangler,Charles Strite,0,Coffee
178: What is a latte art staple design?,Rosetta,Tulip,Heart,All of the above,3,Coffee
179: Which milk alternative foams best for lattes?,Oat milk,Almond milk,Soy milk,Coconut milk,0,Coffee
180: What is the highest grade of specialty coffee?,Specialty grade,Premium grade,Grade 1,AAA grade,0,Coffee
181: Which color is Starbucks' logo?,Green,Red,Black,White,0,Coffee
182: What is a nitro cold brew?,Cold brew infused with nitrogen,Carbonated cold brew,Iced coffee,Espresso with soda,0,Coffee
183: Which country drinks the most coffee in Europe?,Finland,Italy,Germany,France,0,Coffee
184: What is a café bombón?,Espresso with condensed milk,Espresso with cream,Iced coffee,Coffee with liquor,0,Coffee
185: Which famous coffee brand is shaped like a red can?,Folgers,Nescafé,Maxwell House,Café Bustelo,0,Coffee
186: What is the Peet's coffee chain named after?,Alfred Peet,Mr. Peet,Peter Peet,Peet family,0,Coffee
187: Which country grows 100% Robusta as its main crop?,Vietnam,Brazil,Colombia,Ethiopia,0,Coffee
188: What is the honey process in coffee?,Drying with mucilage intact,Washing with honey,Sweet roasting,Sugar fermentation,0,Coffee
189: Which element is crucial for coffee flavor development during roasting?,Maillard reaction,Caramelization,Oxidation,Fermentation,0,Coffee
190: What is the standard espresso shot size in Italy?,25-30 ml,40-50 ml,15-20 ml,50-60 ml,0,Coffee
191: Which country created the Dalgona coffee trend?,South Korea,Japan,Philippines,Thailand,0,Coffee
192: What is Dalgona coffee?,Whipped coffee,Instant coffee,Korean coffee,Iced coffee,0,Coffee
"193: Which coffee drink name means ""stained"" in Italian?",Macchiato,Cortado,Latte,Mocha,0,Coffee
194: What is the oldest coffee company in the world?,Café de la Paix,Starbucks,Peet's,Illy,3,Coffee
195: What year was Illy founded?,1933,1945,1950,1920,0,Coffee
196: Which country invented the coffee syphon?,Germany,France,UK,USA,1,Coffee
197: What is a cortadito?,Cuban espresso with steamed milk,Spanish cortado,Puerto Rican coffee,Mexican latte,0,Coffee
198: Which city hosts the World Barista Championship?,Various cities,London,Seattle,Milan,0,Coffee
199: What is the name of the beans used in espresso blends?,Blend,Mono-origin,Single-estate,Microlot,0,Coffee
200: Which coffee has a distinctive jasmine aroma?,Ethiopian Yirgacheffe,Colombian Supremo,Sumatra Mandheling,Costa Rican Tarrazu,0,Coffee
201: Which company created Mario?,Sega,Nintendo,Sony,Microsoft,1,Gaming
202: What year was the original Super Mario Bros. released?,1983,1985,1987,1990,1,Gaming
203: Which game series features Master Chief?,Halo,Call of Duty,Destiny,Gears of War,0,Gaming
204: What does FPS stand for in gaming?,First Person Shooter,Frames Per Second,Fast Player Score,Fighting Power System,0,Gaming
205: Which console is the best-selling of all time?,PS2,PS4,Nintendo Switch,Game Boy,0,Gaming
206: Which game features the battle royale mode called 'The Loop'?,Fortnite,Apex Legends,Call of Duty,PUBG,0,Gaming
207: What is the name of Link's fairy companion in Zelda?,Navi,Tatl,Fi,Midna,0,Gaming
208: Which game is the best-selling of all time?,Minecraft,Tetris,GTA V,Wii Sports,0,Gaming
209: Who created the Pokémon franchise?,Shigeru Miyamoto,Satoshi Tajiri,Ken Sugimori,Junichi Masuda,1,Gaming
210: What is the highest-grossing video game franchise?,Pokémon,Mario,Call of Duty,FIFA,0,Gaming
211: Which game series features Kratos?,God of War,Assassin's Creed,Devil May Cry,Darksiders,0,Gaming
212: What does RPG stand for?,Role-Playing Game,Real Player Game,Rapid Play Gaming,Random Player Game,0,Gaming
213: Which company developed The Witcher 3?,CD Projekt Red,Bethesda,Ubisoft,BioWare,0,Gaming
214: What year was Minecraft released?,2009,2011,2013,2015,1,Gaming
215: Which game popularized the battle royale genre?,Fortnite,PUBG,H1Z1,Apex Legends,1,Gaming
216: Which console is Nintendo's first home console?,NES,SNES,Nintendo 64,Wii,0,Gaming
217: What is the name of Sonic's sidekick?,Tails,Knuckles,Amy,Shadow,0,Gaming
218: Which game won Game of the Year at The Game Awards 2023?,Baldur's Gate 3,Tears of the Kingdom,Spider-Man 2,Elden Ring,0,Gaming
219: Which game won Game of the Year at The Game Awards 2022?,Elden Ring,God of War Ragnarök,Horizon Forbidden West,Stray,0,Gaming
220: Which studio developed Grand Theft Auto?,Rockstar,Ubisoft,EA,Activision,0,Gaming
221: What year was the PlayStation 2 released?,1999,2000,2001,2002,1,Gaming
222: Which game features the protagonist named Geralt?,The Witcher,Skyrim,Dragon Age,Dark Souls,0,Gaming
223: What is the name of the main character in the Legend of Zelda?,Link,Zelda,Ganon,Epona,0,Gaming
224: Which game features the 'Minecraft' universe?,Minecraft,Terraria,Roblox,Fortnite,0,Gaming
225: What is the name of the company that makes Xbox?,Microsoft,Sony,Nintendo,Sega,0,Gaming
226: Which game features Solid Snake?,Metal Gear Solid,Call of Duty,Splinter Cell,Hitman,0,Gaming
227: What is Lara Croft's profession?,Archaeologist,Treasure hunter,Explorer,Professor,0,Gaming
228: Which game series features the character Nathan Drake?,Uncharted,Tomb Raider,The Last of Us,Far Cry,0,Gaming
229: What year was the Nintendo Switch released?,2015,2016,2017,2018,2,Gaming
230: Which of these is an eSports game?,League of Legends,The Witcher 3,Red Dead Redemption,Cyberpunk 2077,0,Gaming
231: What does MOBA stand for?,Multiplayer Online Battle Arena,Massive Online Battle Arena,Multiplayer Online Battle Area,Multiplayer Online Boss Arena,0,Gaming
